EmpID,Age_ID,AgeGroup_ID,Attrition_ID,BusinessTravel_ID,DailyRate,Department_ID,DistanceFromHomeInKm,Education_ID,EducationField_ID,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction_ID,Gender_ID,HourlyRate,JobInvolvement,JobInvolvement_ID,JobLevel_ID,JobRole_ID,JobSatisfaction_ID,MaritalStatus_ID,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18_ID,OverTime_ID,PercentSalaryHike,PerformanceRating_ID,RelationshipSatisfaction_ID,StandardHours,StockOptionLevel_ID,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM1216,18,2,2,2,146,1,3.2,4,2,1,1704,4,1,79,Moderate Involvement,2,1,3,3,1,4930,Upto 5k,13970,0,1,2,14,1,1,80,1,6,2,Extremely Satisfied,5,4,1,4
RM1233,18,2,2,1,1370,1,43.5,4,1,1,1728,2,1,49,High Involvement,1,2,5,1,3,6883,5k-10k,5151,2,1,1,16,1,4,80,3,17,3,Satisfied,7,7,0,7
RM1282,18,2,1,1,303,2,43.5,1,1,1,1797,1,1,84,High Involvement,1,2,6,3,1,5813,5k-10k,13492,1,1,2,18,1,3,80,1,10,2,Satisfied,10,7,7,7
RM1289,18,2,2,3,1180,1,3.2,2,2,1,1804,3,1,90,High Involvement,1,2,5,3,2,5762,5k-10k,24442,2,1,1,14,1,1,80,3,15,6,Satisfied,7,7,1,7
RM1303,18,2,2,1,185,1,37,4,2,1,1826,3,1,91,Low Involvement,3,1,1,1,3,2705,Upto 5k,9696,0,1,1,16,1,4,80,3,6,2,Extremely Satisfied,5,4,0,3
RM1346,18,2,2,1,219,1,25.7,2,5,1,1886,2,2,44,Moderate Involvement,2,2,5,2,3,4788,Upto 5k,25388,0,1,2,11,1,3,80,1,4,2,Satisfied,3,2,0,2
RM1381,18,2,2,1,682,2,29,4,2,1,1945,3,1,71,High Involvement,1,2,6,4,3,5561,5k-10k,15975,0,1,1,16,1,3,80,3,6,2,Extremely Dissatisfied,5,3,0,4
RM1393,18,2,2,1,1224,2,11.3,4,1,1,1962,1,2,55,High Involvement,1,2,6,3,3,5204,5k-10k,13586,1,1,2,11,1,3,80,1,10,2,Satisfied,10,8,0,9
RM1423,18,2,2,1,1490,1,17.7,4,2,1,2003,2,1,43,High Involvement,1,1,1,1,3,2660,Upto 5k,20232,7,1,2,11,1,1,80,3,5,3,Satisfied,2,2,2,2
RM1425,18,2,2,1,1395,1,14.5,4,2,1,2008,3,1,48,High Involvement,1,2,3,1,1,5098,5k-10k,18698,1,1,1,19,1,4,80,1,10,5,Satisfied,10,7,0,8
RM1451,18,2,2,1,1146,3,41.8,4,1,1,2040,1,2,31,High Involvement,1,3,4,3,1,8837,5k-10k,16642,1,1,2,16,1,1,80,1,9,2,Satisfied,9,0,1,7
RM1457,18,2,2,2,1199,1,29,4,1,1,2049,1,1,80,High Involvement,1,2,7,1,3,5689,5k-10k,24594,1,1,2,14,1,3,80,2,10,2,Extremely Satisfied,10,2,0,2
RM1459,18,2,2,1,287,1,1.6,4,1,1,2052,1,2,62,Low Involvement,3,1,3,3,3,2977,Upto 5k,8952,1,1,1,12,1,3,80,3,4,5,Satisfied,4,3,1,1
RM010,19,3,2,1,1299,1,43.5,1,2,1,13,1,1,94,High Involvement,1,2,7,1,3,5237,5k-10k,16577,6,1,1,13,1,4,80,2,17,3,Dissatisfied,7,7,7,7
RM022,19,3,1,1,1218,2,14.5,4,1,1,27,1,1,82,Moderate Involvement,2,1,2,4,1,3407,Upto 5k,6986,7,1,1,23,2,4,80,1,10,4,Satisfied,5,3,0,3
RM039,19,3,2,1,852,1,8,4,1,1,51,3,2,82,Moderate Involvement,2,1,3,4,3,3419,Upto 5k,13072,9,1,2,14,1,3,80,3,6,3,Extremely Satisfied,1,1,0,0
RM065,19,3,2,1,1223,1,12.9,1,4,1,83,1,2,59,High Involvement,1,3,7,1,2,10096,10k-15k,8202,1,1,1,13,1,4,80,4,17,2,Satisfied,17,14,12,8
RM067,19,3,2,2,1195,1,17.7,1,1,1,85,3,1,95,Moderate Involvement,2,2,5,2,1,6499,5k-10k,22656,1,1,1,13,1,1,80,1,6,3,Satisfied,6,5,0,3
RM070,19,3,1,1,318,1,14.5,1,2,1,90,2,1,79,Moderate Involvement,2,1,3,1,3,3388,Upto 5k,21777,0,1,2,17,1,2,80,3,2,0,Dissatisfied,1,0,0,
RM075,19,3,2,1,132,1,9.7,1,1,1,97,3,2,55,Extremely High Involvement,4,1,1,3,3,3038,Upto 5k,22002,3,1,1,12,1,4,80,1,5,3,Satisfied,1,0,0,
RM118,19,3,2,2,1467,2,17.7,2,4,1,154,3,2,92,High Involvement,1,3,6,3,3,9738,5k-10k,22952,0,1,1,14,1,1,80,3,10,6,Satisfied,9,7,2,8
RM119,19,3,2,1,922,1,4.8,2,1,1,155,4,2,39,High Involvement,1,1,1,3,2,2835,Upto 5k,2561,5,1,1,22,2,2,80,3,7,2,Satisfied,1,0,0,0
RM136,19,3,2,1,216,1,9.7,2,2,1,178,3,1,84,High Involvement,1,2,5,2,2,4941,Upto 5k,2819,6,1,1,20,2,3,80,2,7,0,Satisfied,3,2,0,1
RM173,19,3,2,2,1480,1,4.8,2,2,1,238,2,1,30,High Involvement,1,1,1,2,1,2088,Upto 5k,15062,4,1,1,12,1,1,80,1,13,3,Dissatisfied,8,7,7,2
RM208,19,3,2,2,635,1,29,3,2,1,286,3,2,73,High Involvement,1,1,1,3,1,2153,Upto 5k,7703,1,1,1,13,1,2,80,1,8,2,Satisfied,8,1,1,
RM221,19,3,2,1,1396,1,8,2,1,1,304,2,1,62,High Involvement,1,2,1,2,1,5914,5k-10k,9945,8,1,1,16,1,3,80,1,16,3,Extremely Satisfied,13,11,3,7
RM270,19,3,2,1,1403,1,9.7,1,1,1,373,2,1,47,High Involvement,1,1,1,3,3,3210,Upto 5k,20251,0,1,1,11,1,1,80,3,16,4,Satisfied,15,13,10,11
RM292,19,3,2,1,506,1,4.8,1,4,1,397,1,1,30,High Involvement,1,2,3,2,1,4485,Upto 5k,26285,4,1,1,12,1,3,80,1,10,2,Satisfied,8,0,7,7
RM299,19,3,2,2,566,1,29,4,1,1,407,1,1,81,Extremely High Involvement,4,1,1,3,3,3688,Upto 5k,7122,4,1,1,18,1,3,80,2,4,2,Satisfied,1,0,0,0
RM306,19,3,2,3,1105,1,38.6,4,1,1,419,3,2,47,High Involvement,1,2,1,2,3,5674,5k-10k,6927,7,1,1,15,1,1,80,3,11,3,Satisfied,9,8,0,8
RM359,19,3,2,3,845,2,1.6,5,2,1,479,2,2,45,High Involvement,1,2,6,3,1,6653,5k-10k,15276,4,1,1,15,1,4,80,1,7,6,Satisfied,1,0,0,
RM360,19,3,2,2,541,2,4.8,4,2,1,481,4,1,48,Moderate Involvement,2,3,6,3,3,9699,5k-10k,7246,4,1,1,11,1,2,80,3,16,2,Satisfied,13,9,1,
RM378,19,3,2,1,329,1,3.2,1,1,1,501,2,2,96,High Involvement,1,1,3,1,3,2543,Upto 5k,11868,4,1,1,13,1,4,80,3,6,3,Satisfied,2,2,2,2
RM385,19,3,2,1,164,2,3.2,2,2,1,513,3,1,61,Moderate Involvement,2,3,6,1,3,7596,5k-10k,3809,1,1,1,13,1,4,80,2,10,2,Satisfied,10,9,9,0
RM443,19,3,2,3,635,2,16.1,4,2,1,592,3,1,32,High Involvement,1,3,6,3,1,9980,5k-10k,15318,1,1,1,14,1,3,80,1,10,3,Dissatisfied,10,3,9,7
RM512,19,3,2,1,913,1,14.5,2,2,1,699,3,1,48,Moderate Involvement,2,2,5,2,2,8847,5k-10k,13934,2,1,2,11,1,1,80,3,13,2,Satisfied,3,2,0,2
RM542,19,3,2,3,427,1,12.9,1,1,1,742,4,2,63,Extremely High Involvement,4,3,8,4,3,11713,10k-15k,20335,9,1,1,14,1,2,80,3,10,2,Satisfied,8,7,0,5
RM570,19,3,2,3,1434,2,12.9,4,1,1,789,4,1,76,Moderate Involvement,2,3,6,4,1,7587,5k-10k,14229,1,1,1,15,1,4,80,1,10,1,Satisfied,10,7,0,9
RM594,19,3,2,1,676,1,1.6,1,5,1,823,1,2,35,High Involvement,1,2,5,2,3,5228,5k-10k,23361,0,1,1,15,1,2,80,3,10,2,Satisfied,9,7,0,5
RM600,19,3,2,1,1041,3,20.9,1,6,1,829,1,1,36,High Involvement,1,1,4,2,3,2143,Upto 5k,25527,4,1,1,13,1,4,80,3,8,2,Satisfied,5,2,0,4
RM622,19,3,2,1,928,2,1.6,2,1,1,857,3,1,56,High Involvement,1,2,6,3,3,6201,5k-10k,2823,1,1,2,14,1,3,80,3,18,1,Dissatisfied,18,14,4,11
RM634,19,3,2,1,1278,3,12.9,1,1,1,878,4,1,77,Moderate Involvement,2,1,4,4,3,2342,Upto 5k,8635,0,1,1,21,2,1,80,1,6,3,Satisfied,5,4,0,3
RM665,19,3,2,1,1425,1,22.5,3,1,1,924,1,1,68,High Involvement,1,2,7,3,3,6586,5k-10k,4821,0,1,2,17,1,2,80,3,17,2,Dissatisfied,16,8,4,11
RM681,19,3,2,1,188,1,11.3,4,5,1,949,3,1,65,High Involvement,1,1,3,3,1,4678,Upto 5k,23293,2,1,1,18,1,1,80,1,8,6,Satisfied,6,2,0,1
RM688,19,3,2,1,938,1,3.2,4,2,1,958,1,1,79,High Involvement,1,1,1,1,1,2519,Upto 5k,12287,4,1,1,21,2,1,80,1,16,6,Satisfied,11,8,3,9
RM694,19,3,1,1,530,2,4.8,3,1,1,967,1,1,51,Moderate Involvement,2,3,6,3,3,10325,10k-15k,5518,1,1,2,11,1,2,80,3,16,6,Satisfied,16,7,3,7
RM709,19,3,2,3,1229,2,12.9,4,4,1,990,4,1,84,High Involvement,1,2,6,3,2,5079,5k-10k,25952,4,1,1,13,1,3,80,2,12,3,Satisfied,7,7,0,7
RM753,19,3,1,1,885,1,25.7,4,1,1,1042,1,2,43,Extremely High Involvement,4,1,1,4,1,2743,Upto 5k,8269,1,1,1,16,1,1,80,1,18,1,Satisfied,17,13,15,14
RM762,19,3,1,1,660,1,24.1,1,5,1,1052,4,1,81,High Involvement,1,2,1,1,2,4834,Upto 5k,7858,7,1,1,14,1,4,80,3,9,3,Dissatisfied,1,0,0,0
RM774,19,3,2,1,796,1,19.3,5,2,1,1073,2,2,51,Moderate Involvement,2,3,5,3,1,8858,5k-10k,15669,0,1,1,11,1,4,80,1,15,2,Dissatisfied,14,8,7,8
RM818,19,3,2,3,217,1,29,4,1,1,1133,4,1,78,High Involvement,1,2,5,3,1,7779,5k-10k,23238,2,1,1,20,2,2,80,1,18,0,Satisfied,11,9,0,9
RM874,19,3,2,1,917,1,9.7,4,1,1,1221,1,1,60,Low Involvement,3,1,1,1,2,2741,Upto 5k,6865,1,1,1,14,1,1,80,3,7,4,Satisfied,7,7,1,7
RM883,19,3,2,1,363,1,1.6,1,4,1,1237,1,2,77,Low Involvement,3,3,5,4,2,10252,10k-15k,4235,2,1,2,21,2,1,80,3,17,2,Satisfied,7,7,7,7
RM901,19,3,2,2,469,1,4.8,1,4,1,1257,1,1,46,High Involvement,1,1,3,2,3,3692,Upto 5k,9256,1,1,1,12,1,1,80,1,12,2,Dissatisfied,11,10,0,7
RM928,19,3,2,1,429,1,3.2,4,1,1,1294,1,2,53,High Involvement,1,2,5,2,1,5410,5k-10k,2323,9,1,2,11,1,3,80,1,18,2,Satisfied,16,14,5,12
RM943,19,3,2,1,325,1,16.1,4,4,1,1312,2,2,63,High Involvement,1,3,7,1,3,7094,5k-10k,5747,3,1,1,12,1,2,80,1,10,0,Satisfied,7,7,1,7
RM969,19,3,2,2,607,2,11.3,1,3,1,1362,4,2,83,Extremely High Involvement,4,2,6,4,3,4639,Upto 5k,2261,2,1,1,16,1,3,80,3,17,2,Dissatisfied,15,7,6,13
RM1012,19,3,2,1,1174,2,4.8,4,3,1,1425,4,2,99,High Involvement,1,2,6,2,1,9278,5k-10k,20763,3,1,2,16,1,3,80,1,15,3,Satisfied,5,4,0,1
RM1019,19,3,2,1,172,1,6.4,4,1,1,1435,4,1,37,Moderate Involvement,2,2,1,3,1,5810,5k-10k,22604,1,1,1,16,1,1,80,1,10,2,Dissatisfied,10,4,1,8
RM1020,19,3,2,1,329,2,25.7,4,3,1,1436,1,2,98,Moderate Involvement,2,2,6,4,3,5647,5k-10k,13494,4,1,1,13,1,2,80,2,11,3,Dissatisfied,3,2,0,2
RM1103,19,3,2,1,1157,2,3.2,4,1,1,1556,1,1,70,High Involvement,1,1,2,3,1,2644,Upto 5k,17001,3,1,2,21,2,3,80,1,7,3,Dissatisfied,3,2,1,2
RM1122,19,3,2,1,884,2,1.6,4,1,1,1585,3,2,73,High Involvement,1,2,6,1,1,6815,5k-10k,21447,6,1,1,13,1,2,80,1,15,5,Satisfied,1,0,0,0
RM1129,19,3,2,2,1302,1,9.7,4,1,1,1594,4,1,80,Extremely High Involvement,4,2,1,4,3,5562,5k-10k,19711,3,1,2,13,1,3,80,3,9,3,Satisfied,3,2,0,2
RM1146,19,3,2,1,559,1,19.3,4,1,1,1614,1,2,76,High Involvement,1,2,5,1,3,4663,Upto 5k,12421,9,1,2,12,1,4,80,2,7,2,Satisfied,3,2,1,1
RM1174,19,3,2,1,711,1,8,4,1,1,1651,3,2,42,High Involvement,1,3,7,4,3,8008,5k-10k,22792,4,1,1,12,1,1,80,2,9,6,Satisfied,3,2,0,2
RM1181,19,3,2,1,311,1,11.3,1,1,1,1659,4,1,77,High Involvement,1,1,1,2,1,2013,Upto 5k,10950,2,1,1,11,1,1,80,1,15,4,Satisfied,4,3,1,3
RM1183,19,3,2,3,894,1,1.6,4,2,1,1662,2,2,33,Moderate Involvement,2,2,5,1,3,4374,Upto 5k,15411,0,1,1,15,1,1,80,1,4,6,Satisfied,3,2,1,2
RM1184,19,3,2,1,1040,1,4.8,2,1,1,1664,2,1,79,Extremely High Involvement,4,2,7,4,2,6842,5k-10k,26308,6,1,1,20,2,2,80,3,13,3,Satisfied,5,4,0,4
RM1200,19,3,2,1,1351,1,41.8,4,1,1,1682,4,1,80,High Involvement,1,2,7,1,3,5347,5k-10k,7419,6,1,1,14,1,4,80,2,10,2,Dissatisfied,3,2,0,2
RM1221,19,3,2,1,530,2,3.2,4,1,1,1710,1,2,51,High Involvement,1,2,2,3,1,4502,Upto 5k,7439,3,1,1,15,1,1,80,1,17,2,Dissatisfied,13,7,6,7
RM1237,19,3,1,1,1456,2,20.9,5,3,1,1733,3,1,96,Moderate Involvement,2,2,6,4,2,6134,5k-10k,8658,5,1,2,13,1,4,80,4,16,3,Satisfied,2,2,2,2
RM1279,19,3,2,1,1383,1,16.1,1,1,1,1790,2,1,90,High Involvement,1,3,7,4,3,8321,5k-10k,25949,7,1,2,13,1,3,80,3,15,1,Satisfied,12,8,5,7
RM1316,19,3,2,1,430,1,3.2,4,5,1,1847,2,2,73,High Involvement,1,2,3,2,3,6962,5k-10k,19573,4,1,2,22,2,3,80,3,15,2,Satisfied,1,0,0,0
RM1341,19,3,2,1,1266,2,16.1,4,4,1,1880,3,2,63,Moderate Involvement,2,2,6,1,3,5673,5k-10k,6060,1,1,2,13,1,2,80,3,10,4,Satisfied,10,9,1,7
RM1348,19,3,2,2,1213,3,3.2,3,6,1,1890,3,1,94,Moderate Involvement,2,2,4,3,1,3886,Upto 5k,4223,1,1,1,21,2,3,80,1,10,2,Dissatisfied,10,1,0,8
RM1356,19,3,2,1,335,2,27.4,2,3,1,1908,1,1,33,Moderate Involvement,2,2,6,2,3,5507,5k-10k,16822,2,1,1,16,1,1,80,2,12,1,Extremely Dissatisfied,4,2,1,3
RM1384,19,3,2,3,1351,1,14.5,4,1,1,1949,4,1,66,Extremely High Involvement,4,1,1,2,3,2810,Upto 5k,9238,1,1,1,22,2,4,80,1,5,3,Satisfied,5,4,0,2
RM1440,19,3,2,1,557,2,4.8,1,2,1,2024,4,2,94,Moderate Involvement,2,3,6,3,3,7644,5k-10k,12695,0,1,1,19,1,1,80,2,10,2,Satisfied,9,7,3,4
RM1441,19,3,2,2,688,1,6.4,2,1,1,2025,2,2,97,High Involvement,1,2,5,2,2,5131,5k-10k,9192,7,1,1,13,1,4,80,4,18,3,Satisfied,4,2,0,2
RM1448,19,3,2,3,301,2,24.1,4,3,1,2036,2,1,88,Low Involvement,3,2,6,3,2,5406,5k-10k,10436,1,1,1,24,2,2,80,3,15,4,Dissatisfied,15,12,11,11
RM1454,19,3,2,1,1120,2,17.7,4,3,1,2045,3,2,100,Moderate Involvement,2,2,6,3,3,6652,5k-10k,14369,4,1,1,13,1,2,80,3,8,2,Dissatisfied,6,3,0,0
RM1466,19,3,2,2,884,1,37,2,2,1,2061,1,1,41,Extremely High Involvement,4,2,1,3,3,2571,Upto 5k,12290,4,1,1,17,1,1,80,3,17,3,Satisfied,5,2,0,3
RM1466,19,3,2,2,884,1,37,2,2,1,2061,1,1,41,Extremely High Involvement,4,2,1,3,3,2571,Upto 5k,12290,4,1,1,17,1,1,80,3,17,3,Satisfied,5,2,0,2
RM003,20,3,1,1,1373,1,3.2,2,5,1,4,2,1,92,Moderate Involvement,2,1,1,1,1,2090,Upto 5k,2396,6,1,2,15,1,4,80,1,7,3,Satisfied,0,0,0,0
RM048,20,3,2,1,408,1,30.6,2,1,1,61,3,1,73,High Involvement,1,1,3,2,3,3022,Upto 5k,10227,4,1,1,21,2,2,80,1,8,1,Satisfied,1,0,0,0
RM060,20,3,2,1,1115,1,1.6,4,1,1,77,4,1,51,Moderate Involvement,2,2,5,1,2,5993,5k-10k,2689,1,1,1,18,1,1,80,3,7,2,Extremely Satisfied,7,5,0,7
RM079,20,3,2,1,397,1,11.3,4,2,1,102,4,1,30,High Involvement,1,3,8,1,1,13664,10k-15k,25258,4,1,1,13,1,2,80,1,16,3,Extremely Satisfied,5,2,0,2
RM101,20,3,1,1,807,3,9.7,4,6,1,133,1,1,63,High Involvement,1,1,4,4,2,2073,Upto 5k,23648,4,1,2,22,2,3,80,1,7,3,Satisfied,3,2,0,2
RM105,20,3,2,3,1040,1,3.2,2,1,1,139,1,1,100,Moderate Involvement,2,2,7,3,2,5163,5k-10k,15850,5,1,1,14,1,3,80,3,17,2,Extremely Satisfied,1,0,0,0
RM116,20,3,2,1,1189,2,4.8,1,1,1,152,1,1,87,High Involvement,1,3,6,3,1,7428,5k-10k,14506,2,1,1,12,1,2,80,1,12,3,Satisfied,5,3,1,3
RM196,20,3,2,1,290,1,33.8,1,1,1,267,3,1,65,Extremely High Involvement,4,1,3,4,3,3564,Upto 5k,22977,1,1,2,12,1,2,80,3,8,3,Dissatisfied,8,7,1,7
RM223,20,3,2,2,663,1,17.7,1,5,1,306,3,1,47,High Involvement,1,3,8,3,2,12185,10k-15k,10056,1,1,2,14,1,1,80,4,10,1,Satisfied,10,8,0,7
RM227,20,3,2,2,319,2,6.4,4,3,1,311,4,1,41,High Involvement,1,1,2,3,2,2793,Upto 5k,2539,4,1,1,17,1,1,80,3,13,2,Satisfied,9,8,5,8
RM249,20,3,2,1,1017,1,1.6,2,2,1,340,1,2,83,Moderate Involvement,2,1,3,4,3,3920,Upto 5k,18697,2,1,1,14,1,2,80,3,17,2,Dissatisfied,3,1,0,
RM251,20,3,1,2,504,1,16.1,1,2,1,342,4,1,61,High Involvement,1,3,5,1,2,10048,10k-15k,22573,6,1,1,11,1,4,80,2,17,5,Satisfied,1,0,0,
RM274,20,3,2,1,228,2,9.7,4,2,1,378,1,1,98,High Involvement,1,2,6,3,3,6502,5k-10k,22825,4,1,1,14,1,4,80,3,7,5,Extremely Satisfied,5,4,0,1
RM276,20,3,2,3,728,1,1.6,4,2,1,380,4,2,80,High Involvement,1,3,8,3,2,13603,10k-15k,11677,2,1,2,18,1,2,80,2,15,2,Satisfied,5,2,0,2
RM286,20,3,2,1,1372,1,1.6,1,1,1,391,2,2,42,High Involvement,1,1,3,3,1,2115,Upto 5k,15881,1,1,1,12,1,4,80,1,17,3,Satisfied,17,12,5,7
RM295,20,3,2,2,889,1,14.5,1,2,1,403,3,1,53,High Involvement,1,1,3,3,3,2326,Upto 5k,11411,1,1,2,12,1,1,80,4,4,3,Dissatisfied,4,2,1,2
RM341,20,3,2,1,1192,1,8,2,2,1,460,2,1,61,High Involvement,1,2,5,3,2,6347,5k-10k,23177,7,1,1,16,1,1,80,2,8,2,Dissatisfied,6,2,0,4
RM354,20,3,2,1,1319,1,9.7,1,2,1,474,1,1,51,Extremely High Involvement,4,2,3,4,2,5974,5k-10k,17001,4,1,2,13,1,2,80,2,13,2,Satisfied,7,7,6,7
RM365,20,3,2,1,921,1,16.1,1,2,1,486,1,2,98,High Involvement,1,1,1,4,3,3452,Upto 5k,17663,6,1,1,20,2,4,80,3,17,3,Satisfied,5,4,0,3
RM387,20,3,2,1,1107,1,22.5,1,1,1,515,2,2,95,High Involvement,1,1,1,4,2,3034,Upto 5k,26914,1,1,1,12,1,1,80,3,18,2,Dissatisfied,18,7,12,17
RM390,20,3,2,1,1305,1,16.1,4,1,1,518,1,1,49,High Involvement,1,2,5,2,1,4197,Upto 5k,21123,2,1,2,12,1,3,80,1,18,2,Dissatisfied,1,0,0,1
RM399,20,3,2,3,1063,1,40.2,5,2,1,529,3,2,72,High Involvement,1,2,3,1,3,4449,Upto 5k,23866,3,1,2,15,1,2,80,2,15,2,Satisfied,13,11,10,7
RM465,20,3,2,1,799,1,1.6,1,4,1,623,3,2,59,High Involvement,1,3,5,3,1,7491,5k-10k,23848,4,1,1,17,1,3,80,1,12,3,Extremely Satisfied,6,5,1,2
RM468,20,3,2,3,142,2,14.5,4,2,1,626,4,1,69,High Involvement,1,3,6,2,2,8834,5k-10k,24666,1,1,1,13,1,3,80,3,9,6,Satisfied,9,5,7,7
RM473,20,3,2,1,446,1,1.6,4,1,1,635,3,2,65,High Involvement,1,2,5,2,3,6447,5k-10k,15701,6,1,1,12,1,4,80,3,8,2,Dissatisfied,6,5,4,3
RM487,20,3,2,1,558,2,3.2,1,3,1,656,2,1,75,High Involvement,1,2,6,1,3,9602,5k-10k,3010,4,1,2,11,1,1,80,3,17,3,Dissatisfied,3,0,1,0
RM507,20,3,2,1,482,1,4.8,1,5,1,689,1,1,36,High Involvement,1,3,5,1,3,9434,5k-10k,9606,1,1,1,15,1,1,80,3,10,2,Satisfied,10,7,7,8
RM523,20,3,2,1,1225,1,16.1,2,1,1,715,2,1,80,Extremely High Involvement,4,1,3,3,1,4680,Upto 5k,15232,3,1,1,17,1,2,80,1,4,2,Satisfied,1,0,0,0
RM578,20,3,2,1,571,1,16.1,3,1,1,802,2,2,82,High Involvement,1,1,3,4,2,2782,Upto 5k,19905,0,1,2,13,1,4,80,2,6,3,Dissatisfied,5,3,4,3
RM629,20,3,2,1,342,2,25.7,4,3,1,868,2,1,66,Moderate Involvement,2,2,6,1,2,6334,5k-10k,24558,4,1,1,19,1,3,80,2,9,2,Satisfied,1,0,0,0
RM649,20,3,2,2,1231,2,33.8,2,2,1,900,1,2,54,High Involvement,1,1,2,3,3,2973,Upto 5k,21222,5,1,1,15,1,4,80,3,10,3,Satisfied,5,4,0,0
RM653,20,3,2,3,1252,2,30.6,2,2,1,904,4,1,32,High Involvement,1,3,6,2,1,7642,5k-10k,4814,1,1,2,13,1,3,80,1,10,2,Satisfied,10,0,0,9
RM696,20,3,1,1,625,2,1.6,4,1,1,970,4,1,46,Moderate Involvement,2,3,6,1,3,10609,10k-15k,14922,5,1,1,11,1,1,80,1,17,2,Extremely Dissatisfied,14,1,11,7
RM745,20,3,1,1,1141,1,17.7,2,2,1,1033,4,2,61,Low Involvement,3,2,7,2,3,4777,Upto 5k,14382,5,1,1,15,1,2,80,1,15,2,Extremely Dissatisfied,1,0,0,0
RM768,20,3,2,1,124,1,4.8,1,5,1,1062,2,2,35,High Involvement,1,2,7,2,1,4107,Upto 5k,13848,3,1,1,15,1,2,80,1,8,3,Dissatisfied,4,3,0,1
RM796,20,3,2,1,309,2,16.1,4,1,1,1105,2,2,88,Moderate Involvement,2,2,6,3,2,6694,5k-10k,24223,2,1,2,14,1,1,80,4,8,5,Satisfied,1,0,0,0
RM833,20,3,2,1,367,1,40.2,2,2,1,1161,1,2,52,Moderate Involvement,2,2,7,3,2,5731,5k-10k,17171,7,1,1,13,1,1,80,2,9,2,Satisfied,6,2,1,3
RM856,20,3,2,1,977,1,1.6,1,1,1,1196,2,2,56,Moderate Involvement,2,2,5,3,3,6474,5k-10k,9961,1,1,1,13,1,4,80,3,14,2,Dissatisfied,14,8,3,11
RM990,20,3,2,1,1439,1,6.4,3,1,1,1394,1,1,54,High Involvement,1,1,3,1,3,2996,Upto 5k,5182,7,1,2,15,1,3,80,1,8,2,Satisfied,6,4,1,3
RM1002,20,3,2,1,1462,1,17.7,1,2,1,1411,4,2,94,High Involvement,1,1,1,1,1,3629,Upto 5k,19106,4,1,1,18,1,2,80,1,8,6,Satisfied,3,2,0,2
RM1023,20,3,2,3,1413,1,8,2,4,1,1440,1,1,84,Extremely High Involvement,4,1,1,1,1,3500,Upto 5k,25470,0,1,1,14,1,2,80,1,7,2,Extremely Dissatisfied,6,5,1,3
RM1090,20,3,2,1,674,1,20.9,1,2,1,1543,4,1,47,High Involvement,1,2,3,3,3,4285,Upto 5k,3031,1,1,1,17,1,2,80,1,10,2,Satisfied,10,8,3,7
RM1159,20,3,2,1,671,1,30.6,1,1,1,1631,1,1,85,High Involvement,1,2,5,1,3,5768,5k-10k,26493,3,1,1,17,1,2,80,4,9,2,Dissatisfied,4,3,0,2
RM1164,20,3,2,1,1470,1,16.1,1,2,1,1640,3,2,71,High Involvement,1,1,3,2,3,3936,Upto 5k,9953,1,1,1,11,1,2,80,3,8,2,Extremely Dissatisfied,8,4,7,7
RM1212,20,3,2,2,1278,2,1.6,4,2,1,1700,1,1,31,Low Involvement,3,2,6,3,2,9525,5k-10k,7677,1,1,1,14,1,1,80,2,6,2,Dissatisfied,6,3,1,3
RM1277,20,3,2,1,589,2,14.5,2,3,1,1787,3,1,46,Moderate Involvement,2,2,6,2,3,4189,Upto 5k,8800,1,1,1,14,1,2,80,2,5,2,Satisfied,5,2,0,3
RM1281,20,3,2,1,1239,3,12.9,2,5,1,1794,1,1,89,High Involvement,1,2,4,2,2,4071,Upto 5k,12832,2,1,1,13,1,1,80,1,19,4,Dissatisfied,10,0,4,7
RM1292,20,3,1,1,370,1,16.1,4,2,1,1809,2,1,58,High Involvement,1,2,5,4,1,4213,Upto 5k,4992,1,1,1,15,1,4,80,1,10,4,Extremely Dissatisfied,10,3,0,8
RM1345,20,3,2,1,783,1,11.3,4,2,1,1885,2,1,78,High Involvement,1,2,3,4,3,4284,Upto 5k,13588,5,1,2,22,2,1,80,3,16,2,Satisfied,5,3,0,4
RM1433,20,3,2,1,161,1,16.1,1,1,1,2017,1,2,42,Extremely High Involvement,4,3,8,3,3,13744,10k-15k,15471,1,1,2,25,2,2,80,3,16,2,Satisfied,16,11,6,8
RM009,21,3,2,2,216,1,37,1,1,1,12,2,1,44,Moderate Involvement,2,3,5,1,1,9526,5k-10k,8787,0,1,1,21,2,4,80,1,10,2,Satisfied,9,7,1,
RM020,21,3,2,1,371,1,3.2,1,1,1,24,2,1,45,High Involvement,1,1,3,3,1,3944,Upto 5k,4306,5,1,2,11,1,1,80,1,6,3,Satisfied,3,2,1,2
RM062,21,3,2,2,653,1,46.7,5,1,1,79,2,2,50,High Involvement,1,2,1,3,1,2406,Upto 5k,5456,1,1,1,11,1,3,80,1,10,2,Satisfied,10,3,9,9
